Date,Open,High,Low,Close,Volume
20190719,33.1337,34.0864,33.0984,34.0158,2811560
20190722,34.0158,34.3334,33.8394,34.1217,1755780
20190723,34.2276,34.4393,33.9453,34.4392,948550
20190724,34.8273,34.8626,34.2981,34.2981,1952770
20190725,34.2981,34.5451,34.2275,34.3334,1157100
20190726,34.2275,34.4393,34.1217,34.4392,1043020
20190729,34.4392,34.4392,34.0158,34.2981,1130450
20190730,34.2981,34.2981,33.663,33.7335,2092220
20190731,33.7335,34.1569,33.5218,34.1569,1111880
20190801,34.1569,34.298,34.0158,34.1217,965060
20190802,33.91,34.5804,33.7688,34.4392,1451900
20190805,34.5803,35.1449,34.4392,34.5804,2322100
20190806,34.0158,34.7921,34.0158,34.5451,1304570
20190807,34.5804,35.1097,34.5451,35.1097,1246410
20190808,35.1803,35.7096,35.1803,35.4978,2085510
20190809,35.4978,36.2741,35.2861,36.0624,1751680
20190812,36.0624,37.121,35.7801,36.9093,1817920
20190813,36.7682,37.5445,36.4859,37.0504,2237980
20190814,37.4033,37.8973,37.2621,37.5444,2205370
20190815,37.3286,38.1198,36.969,38.1214,2223880
20190816,38.1214,39.6319,37.4021,37.4021,4531020
20190819,37.4021,37.9056,36.8267,37.6898,2849780
20190820,37.6898,38.8406,37.6898,38.8407,2277750
20190821,38.9126,39.2003,38.4091,38.553,1808020
20190822,38.553,39.0565,38.0495,38.1214,1892640
20190823,38.1933,39.1284,37.8337,39.1284,1868200
20190826,38.4811,38.9845,38.4811,38.6249,1756160
20190827,38.8407,39.0565,37.9776,37.9776,1566370
20190828,38.1215,38.2653,37.4741,37.4741,1537860
20190829,37.546,37.9776,37.3302,37.9056,972940
20190830,38.1214,38.4091,38.0495,38.1933,708360
20190903,38.1214,38.8406,38.1214,38.6249,1360230
20190904,38.6249,38.9845,38.1214,38.2653,1655300
20190905,38.4092,38.4811,37.8337,37.8337,1243680
20190906,38.0495,38.2653,37.6179,38.0495,1142710
20190909,38.1214,39.1284,37.7618,38.6968,2507800
20190910,38.9845,39.1284,38.5529,38.8407,1731610
20190911,38.8407,38.9846,38.4091,38.9126,1179670
20190912,39.1284,40.6389,39.1284,40.6389,3799910
20190913,40.6389,41.2862,40.495,40.8546,2123900
20190916,40.9265,41.7177,40.7827,41.502,1339560
20190917,41.2143,41.7897,41.0704,41.4301,1194690
20190918,41.6459,41.6459,40.495,40.5669,2592910
20190919,40.7108,41.5739,40.423,41.5739,1432730
20190920,41.502,42.2932,41.43,41.8616,1396120
20190923,41.7177,41.9335,40.6388,40.6389,2313090
20190924,40.567,40.9985,40.1354,40.4231,2537600
20190925,40.495,41.2862,40.3512,41.2862,1442410
20190926,41.502,41.7178,41.1423,41.502,992640
20190927,41.4301,42.2932,41.2862,42.0774,2510520
20190930,42.6528,42.7967,41.502,41.502,2199170
20191001,41.502,42.0774,41.4301,42.0774,1644130
20191002,42.0774,42.1493,41.1423,41.1424,2439020
20191003,40.7108,41.2863,40.567,41.1424,2804850
20191004,41.3582,41.3582,40.7828,40.8546,1271210
20191007,40.8546,41.1423,39.9195,39.9196,2371810
20191008,39.9196,40.4231,39.7038,40.3512,1337220
20191009,40.4951,40.9985,40.1354,40.5669,937530
20191010,40.7108,40.9985,40.5669,40.5669,808000
20191011,40.7827,40.9265,40.5669,40.6389,794420
20191014,40.9985,41.8617,40.8547,41.502,2231030
20191015,41.5739,41.5739,41.2862,41.2862,663910
20191016,41.5739,41.7178,41.2862,41.3581,829050
20191017,41.2862,41.3581,40.7108,40.7827,1621590
20191018,40.8546,41.43,40.7108,41.0704,1447340
20191021,41.2862,41.2862,40.495,40.6389,1260490
20191022,40.6389,40.7108,40.0635,40.495,1534380
20191023,40.2792,40.9985,40.2792,40.5669,747810
20191024,40.8546,41.8616,40.5669,41.8616,2233890
20191025,41.9335,42.0774,41.502,41.7178,1355310
20191028,41.7178,42.2932,41.5739,41.7897,1494820
20191029,41.8616,41.9336,41.5739,41.6458,953020
20191030,41.6458,41.7897,41.43,41.5739,1102070
20191031,41.7178,42.2212,41.5739,41.6458,1263390
20191101,41.7177,42.2212,41.43,42.0774,1732950
20191104,42.2213,43.5159,42.2213,43.0844,5811560
20191105,43.2283,43.2283,42.7248,43.0125,1239520
20191106,43.0125,43.4441,42.7967,42.7967,1551610
20191107,42.7967,43.0844,42.5809,42.7967,1438030
20191108,43.0125,43.0125,42.5809,42.8686,1219540
20191111,42.9405,43.5879,42.7967,43.1563,2180490
20191112,43.1563,44.0914,43.1563,43.8756,2842650
20191113,44.0195,44.0914,43.516,43.516,1333940
20191114,43.516,43.8756,41.3582,41.9336,4799390
20191115,41.9336,42.2932,41.502,42.1493,2568040
20191118,42.0054,42.2932,41.0704,41.3581,2794920
20191119,41.3581,41.9335,41.3581,41.9336,1059770
20191120,41.8617,41.8617,40.7108,40.8546,2291760
20191121,40.8546,41.0704,40.2073,40.2792,3303950
20191122,40.495,41.0704,39.9196,40.2792,1625820
20191125,40.3511,40.9985,40.1353,40.7108,1087990
20191126,40.9985,41.1424,40.8547,41.0704,968690
20191127,41.1423,41.2862,40.9265,40.9985,812280
20191128,40.9266,40.9266,40.1354,40.2792,1370820
20191129,40.2792,40.8546,40.1353,40.5669,739370
20191202,40.6388,40.6388,39.2722,39.2722,1992380
20191203,38.9845,39.7038,38.3371,39.2003,1619120
20191204,39.2003,39.9196,38.8407,39.8477,932130
20191205,39.9196,40.1354,39.4161,39.488,1144000
20191206,39.5599,39.8476,39.3441,39.56,556160
20191209,39.7039,40.1354,39.56,39.7757,700960
20191210,39.7757,40.1353,39.4161,39.9196,797100
20191211,39.9196,40.7108,39.7038,40.6389,877960
20191212,40.8547,41.1424,40.7828,40.9985,942410
20191213,41.1424,41.3581,40.9266,41.0704,1681700
20191216,41.0704,41.0704,40.5669,40.6389,968130
20191217,40.4231,40.567,39.6319,39.8477,2211360
20191218,39.8477,40.2793,39.56,39.9196,1022490
20191219,39.9196,40.4231,39.8477,40.1354,817820
20191220,40.2793,40.7827,40.1354,40.6389,777100
20191223,40.9266,40.9985,40.2793,40.3512,766000
20191224,40.567,40.6389,40.3512,40.5669,692100
20191225,40.5669,41.6458,40.5669,41.3581,1604350
20191226,41.5739,41.7897,41.2862,41.2862,1124500
20191227,41.2862,41.5739,40.8546,41.4301,1004860
20191230,41.574,42.3652,41.4301,42.1493,2881060
20191231,42.1493,42.2212,41.7177,41.9336,689030
20200102,41.9336,42.4371,41.7178,42.1493,896720
20200103,42.3651,42.5089,41.2862,41.4301,2047880
20200106,41.0705,41.4301,40.8547,40.9985,1091660
20200107,41.2143,41.7897,40.9985,41.7897,837240
20200108,41.3581,41.502,40.8546,40.8546,1814290
20200109,41.2142,41.5019,41.0704,41.4301,967050
20200110,41.3582,41.574,41.0705,41.3581,1018650
20200113,41.2862,41.43,40.9985,41.0704,786760
20200114,41.0704,41.2862,40.9985,40.9985,721680
20200115,40.9985,41.0704,40.8546,40.9985,940870
20200116,40.9985,41.8616,40.9985,41.7178,1942970
20200117,41.7178,41.7897,40.9985,41.4301,1388810
20200120,41.3582,41.7178,41.1424,41.2862,1227100
20200121,41.5739,41.7178,39.9196,39.9196,4351820
20200122,39.56,40.6389,39.3442,40.6389,3165650
20200130,39.7758,40.1354,38.7688,39.3442,2638460
20200131,38.8407,39.4881,37.4022,37.4021,4118150
20200203,35.6758,37.7617,35.2443,37.0425,3602970
20200204,37.6898,37.6898,36.6829,37.2583,1651440
20200205,37.6179,37.9776,37.4022,37.4021,1648620
20200206,37.7617,38.5529,37.2582,38.553,1708550
20200207,38.1214,38.4811,37.9776,38.3372,1218660
20200210,37.6899,38.1214,37.4741,37.8337,738090
20200211,38.0495,38.6249,37.9056,38.553,1085380
20200212,38.6969,39.3442,38.6249,38.9126,1104870
20200213,38.9126,39.2003,38.6249,39.0565,1030570
20200214,38.9126,39.2004,38.8407,39.2003,884240
20200217,39.2722,39.2722,38.8407,38.9845,726390
20200218,39.1284,40.2792,39.0564,40.2792,1760940
20200219,40.2073,40.4231,39.9196,40.0634,681250
20200220,40.3511,40.5669,39.9195,40.1354,780810
20200221,40.2073,40.2073,39.3442,39.3442,1458040
20200224,38.1934,38.7688,37.7618,37.7618,2261990
20200225,37.4741,38.8407,37.4022,38.8407,1407720
20200226,38.4091,39.7038,38.1214,39.56,3221270
20200227,39.56,40.6389,39.2723,40.2792,2927040
20200228,39.5599,40.0634,39.2722,39.6319,2132200
20200302,39.6319,40.4231,39.4161,40.0634,1787060
20200303,40.423,40.9985,40.0634,40.2073,1193800
20200304,39.9196,39.9196,39.488,39.9196,1660790
20200305,39.9196,40.2073,39.2723,39.2722,1296450
20200306,38.9845,39.0564,38.481,38.8407,1305030
20200309,36.8267,37.4022,36.1794,36.1794,4735140
20200310,36.6829,37.4022,36.1794,37.1864,2030340
20200311,37.4022,37.7618,35.604,36.539,2753310
20200312,34.9566,35.4601,34.0215,34.597,3981670
20200313,32.583,35.9636,32.5111,34.6329,2919140
20200316,34.6329,35.7478,34.1654,34.2373,1898960
20200317,33.8057,34.8846,33.4461,34.8847,2474650
20200318,35.2443,35.3163,34.7768,34.8128,1642800
20200319,34.2374,34.597,34.2374,34.3093,1296590
20200320,34.6689,34.7049,34.0576,34.3093,1291360
20200323,33.1585,33.7339,31.9357,31.9357,2826690
20200324,32.3673,32.3673,31.2884,32.0076,2191500
20200325,33.0865,33.3742,32.4751,33.0865,2131790
20200326,32.7269,32.9786,31.7918,31.7918,2358310
20200327,31.9357,31.9357,30.8567,31.0006,2633750
20200330,29.1305,29.5621,28.8428,29.0586,2157690
20200331,29.8498,30.4971,28.8428,29.5621,1663050
20200401,29.3463,31.0726,29.3463,30.4252,1453030
20200403,30.9287,32.1155,30.7129,32.0795,2072000
20200406,33.0865,34.1654,32.7268,34.1654,2718990
20200407,34.1654,34.3093,33.4461,34.0216,2463810
20200408,33.1585,33.8418,32.9067,33.6979,1576670
20200409,33.8058,34.2374,33.4462,33.6979,2142370
20200410,33.5181,33.8058,33.0146,33.3742,1882020
20200413,33.3742,33.8058,33.1584,33.4461,1255360
20200414,34.2373,35.6039,33.8057,35.604,4072050
20200415,36.3233,36.5391,35.8557,36.0355,2205200
20200416,35.7478,36.539,35.4601,36.1794,1508480
20200417,36.8267,36.8987,36.1075,36.8267,2631630
20200420,37.3302,37.4021,36.4671,36.8986,2239780
20200421,36.3232,36.6109,35.1723,35.4601,3737050
20200422,35.1005,36.8267,35.0285,36.7548,2445860
20200423,37.4741,37.546,36.6829,36.6829,1363410
20200424,36.611,36.8268,36.0356,36.6829,1411380
20200427,37.0425,37.0425,36.3233,36.4671,1419750
20200428,36.4671,36.539,36.1075,36.4671,974310
20200429,36.539,36.9706,36.3232,36.539,1349230
20200504,36.1074,36.6109,35.8197,36.3232,895530
20200505,36.539,36.6828,36.2513,36.6109,677990
20200506,36.6828,38.1933,36.6828,38.0495,3470150
20200507,38.1214,38.4811,37.6899,38.481,2030720
20200508,38.6249,39.6318,38.5529,38.6249,3585320
20200511,38.8407,39.1284,38.3372,38.8407,2119430
20200512,38.8407,39.1284,38.553,39.1284,2828190
20200513,40.056,41.7847,39.9717,41.5836,6853810
20200514,41.2465,41.3729,40.8674,41.0359,2597400
20200515,40.6988,41.2044,40.2354,40.4461,2430890
20200518,40.0248,40.741,39.9405,40.741,2000950
20200519,41.4572,41.8785,40.9517,41.4994,2879030
20200520,41.2887,41.2887,40.9096,41.2045,1245380
20200521,41.2045,41.5416,41.1624,41.5415,2007060
20200522,41.2887,41.2887,40.8253,40.8253,1731720
20200525,40.8674,40.9517,40.2776,40.8253,2033000
20200526,40.8674,41.1202,40.741,41.1202,1615680
20200527,41.2045,41.6258,40.4461,40.4461,2098580
20200528,40.6146,40.9517,40.4461,40.4461,1194380
20200529,40.4461,40.5304,40.0248,40.404,1346170
20200601,40.4461,40.7411,40.4461,40.6989,1298150
20200602,40.6989,40.8674,40.4461,40.4461,1456730
20200603,40.4461,41.2466,40.3618,40.9938,1893060
20200604,41.2045,41.2045,40.7831,40.7831,1260060
20200605,40.7831,41.0359,40.5724,41.0359,1236200
20200608,41.5836,42.1313,41.2887,41.5836,4113250
20200609,41.7943,41.8364,41.2044,41.2466,1491540
20200610,41.2887,41.2887,40.7832,41.1202,1307540
20200611,41.1202,41.1202,38.7608,38.7608,4278060
20200612,37.9182,39.6034,37.9182,39.6035,3145450
20200615,40.4461,40.4461,38.6766,38.7608,1207500
20200616,39.2664,39.4349,39.0136,39.2664,1100730
20200617,39.3507,39.3928,38.9715,39.0558,788630
20200618,39.0137,39.3507,38.8873,39.2664,822980
20200619,39.2664,39.6035,39.2664,39.6035,745470
20200622,39.6035,39.6035,39.4771,39.6035,787180
20200623,39.5614,40.7832,39.3928,40.0669,1693730
20200624,40.3618,40.404,39.6456,39.772,607000
20200625,39.3086,39.6877,39.2664,39.4349,730810
20200626,39.4349,39.7298,39.3506,39.4771,602880
20200629,39.2664,39.2664,38.6345,38.803,1281220
20200630,38.8873,39.0979,38.2553,38.4659,1594210
20200701,38.7608,39.0136,38.5923,38.9294,866660
20200702,39.0137,39.0137,38.7187,38.8872,539160
20200703,39.1821,39.1821,38.8451,38.9715,529760
20200706,39.1822,39.5613,39.0136,39.4349,1089910
20200707,39.6034,40.3618,39.6034,39.9827,2739150
20200708,39.8563,40.3619,39.8563,40.1933,1472610
20200709,40.3618,40.7831,40.2776,40.741,2298900
20200710,40.5303,40.6567,40.0248,40.2776,1164310
20200713,40.4461,41.2466,40.2355,40.9938,2662490
20200714,40.6989,41.1623,40.6989,40.9095,1549540
20200715,41.0359,41.2466,40.7831,40.9517,1516540
20200716,40.9096,41.0781,40.7832,40.9517,1060530
20200717,40.8674,40.8674,40.5304,40.5304,1313100
20200720,39.9406,40.6147,39.8984,39.9405,2049680
20200721,40.0248,40.4039,39.8141,40.2776,940230
20200722,40.4461,40.4461,39.8563,39.9405,817890
20200723,39.9405,40.2354,39.6877,40.2354,918630
20200724,39.9405,40.0669,38.2552,38.6766,3170540
20200727,37.9182,38.6766,36.7386,36.8228,3274350
20200728,37.4126,38.5923,37.202,38.5081,1953510
20200729,37.4127,37.834,36.9071,37.539,1554200
20200730,37.5811,38.0446,37.5811,38.0446,612240
20200731,37.0756,38.0867,37.0756,37.4969,1106250
20200803,37.4969,38.6766,37.4969,38.6766,1392200
20200804,39.1822,39.435,38.9294,39.2243,1051310
20200805,39.1822,39.7299,38.9715,39.6035,1328520
20200806,39.6035,39.8142,39.3507,39.4349,1153660
20200807,39.4349,40.2775,39.4349,39.6877,1283690
20200810,39.8984,40.2775,39.6877,39.772,1160370
20200811,39.9827,39.9827,39.6035,39.6035,1209690
20200812,39.6878,40.0248,39.5192,40.0248,1233230
20200813,40.1933,40.404,40.0248,40.404,1709100
20200814,40.5304,40.6147,39.9827,40.2776,1633770
20200817,40.4497,40.4497,40.0194,40.451,1048820
20200818,40.451,40.5801,40.2789,40.3219,625200
20200819,40.3649,40.494,40.1498,40.3219,877190
20200820,40.3649,40.8383,40.3219,40.494,1824430
20200821,40.6661,40.8813,40.6231,40.7952,1260210
20200824,41.2686,41.828,41.1825,41.6989,3540210
20200825,41.828,42.1292,41.785,42.0432,3304670
20200826,42.0002,42.0432,41.4838,41.6559,1328990
20200827,41.5268,43.119,41.5268,42.9039,3724990
20200828,43.2051,43.9797,42.9469,42.9469,4009380
20200831,42.9469,43.2912,42.4735,42.6026,1940640
20200901,42.6026,43.4633,42.4735,42.9469,1757410
20200903,43.3772,43.4633,42.9469,43.3772,2281510
20200904,42.6026,43.0329,42.6026,43.033,1538510
20200907,42.99,43.033,41.742,41.742,2270970
20200908,41.9572,42.6027,41.742,42.6026,1628870
20200909,41.871,42.6026,41.828,42.3444,1490820
20200910,42.6026,42.8608,42.2583,42.3444,1005950
20200911,42.1723,42.3444,42.0432,42.3014,872160
20200914,42.3875,42.6026,42.2584,42.4305,1127400
20200915,42.6026,43.033,42.4305,43.033,1906730
20200916,43.033,43.7215,43.033,43.4633,1918130
20200917,43.2912,43.4633,42.9469,43.033,1563010
20200918,43.1191,44.2379,43.033,44.0658,3306720
20200921,44.1519,44.4961,44.0658,44.0658,1530250
20200922,43.7215,44.1519,43.5494,44.1518,1630570
20200923,44.1518,44.3239,43.7215,43.9797,1797680
20200924,43.6354,43.8936,43.2051,43.4633,1728380
20200925,43.6354,43.7215,43.033,43.7215,1205550
20200928,43.8076,44.1518,43.5494,43.9797,1312300
20200929,44.2379,44.2379,43.2051,43.2051,1900490
20200930,43.2051,43.3772,42.8178,43.033,2500310
20201001,43.2051,43.7215,43.2051,43.7215,905510
20201002,43.7215,43.9797,42.1723,43.2912,1947940
20201005,43.3773,43.7215,42.9469,43.4633,1498360
20201006,43.7215,43.8076,43.2912,43.4633,1520290
20201007,43.2051,43.6354,43.2051,43.3772,1493710
20201008,43.4633,44.3239,43.2911,43.9797,3062690
20201009,43.8936,44.0658,43.7215,43.7215,1173500
20201012,43.8076,44.2379,43.5494,43.8076,1550680
20201013,43.8076,43.8937,43.4633,43.6354,1222200
20201014,43.7215,44.2379,43.3772,43.8936,2409760
20201015,44.0657,44.2379,43.6354,44.0658,1925370
20201016,44.0658,46.3896,43.8076,45.7871,5769540
20201019,46.1314,46.3035,45.615,45.8731,2333670
20201020,45.701,45.8731,45.1846,45.7871,1886160
20201021,45.7871,46.906,45.4428,45.4428,3305010
20201022,45.4428,46.4756,45.2707,46.4756,2346540
20201023,46.6477,46.9059,46.0453,46.3895,2646310
20201026,46.3895,46.9059,45.4428,45.4428,3852510
20201027,45.5289,45.7871,44.8403,44.8403,3188810
20201028,44.7542,45.0985,43.6354,43.6354,3596230
20201029,43.3772,44.1518,43.2051,43.8076,2719690
20201030,44.2379,44.324,43.4633,44.324,1469970
20201102,44.324,44.4961,44.0658,44.4961,866110
20201103,44.6682,45.5289,44.4961,45.4428,2562890
20201104,45.6149,45.8731,45.1846,45.6149,1369690
20201105,45.3567,45.9592,44.7542,44.7543,1305860
20201106,45.0986,45.4428,44.8404,45.0985,987260
20201109,45.4428,45.9592,45.3567,45.9592,2011650
20201110,46.4756,46.4756,45.6149,45.6149,1739340
20201111,45.9592,45.9592,45.3567,45.6149,1668230
20201112,45.6149,46.0452,45.5288,46.0453,1234540
20201113,46.3035,46.3035,46.0453,46.3035,1318170
20201116,46.4756,46.8199,45.615,45.8731,3713690
20201117,46.1313,46.5616,45.6149,46.4756,2515530
20201118,46.7338,46.7338,46.2174,46.4756,1757160
20201119,46.7338,48.1969,46.4756,47.4223,4980430
20201120,47.4223,48.1108,47.3362,47.5084,1837360
20201123,47.5084,48.3691,46.992,48.1109,2824640
20201124,48.1109,48.6273,47.3363,47.8527,3003940
20201125,48.4552,48.4552,47.5084,47.5084,1835630
20201126,47.7666,48.1969,47.1641,47.9387,1635130
20201127,48.1108,48.369,47.8526,48.3691,1986420
20201130,48.7994,48.7994,47.6806,47.6805,2761700
20201201,47.5084,47.6805,47.1641,47.5084,3427370
20201202,47.3363,47.9387,47.3363,47.8527,2108200
20201203,47.7666,47.9388,47.4224,47.8527,1627980
20201204,47.6806,48.1109,47.6806,47.9387,1380920
20201207,47.9387,48.1969,47.7666,47.9387,1455180
20201208,47.9387,48.7133,47.7666,48.3691,2297110
20201209,48.4552,49.7462,48.3691,49.4879,3001820
20201210,49.0576,49.66,48.6272,48.6272,2112490
20201211,48.7133,49.0575,48.4551,49.0576,1750270
20201214,49.0576,49.9183,48.9715,49.2297,1443760
20201215,49.4879,49.574,48.7133,48.7994,2666900
20201216,49.2297,49.4879,49.0576,49.1436,1995530
20201217,48.9715,49.1436,48.1969,48.6272,3594500
20201218,48.6272,49.1436,48.6272,48.9715,1532820
20201221,49.3158,49.7461,49.1436,49.4879,2307390
20201222,49.4018,50.3486,49.1436,50.0043,2576390
20201223,50.1764,50.4346,49.2297,49.4879,1391420
20201224,49.4879,49.7461,48.5412,49.0576,2386210
20201225,49.574,49.574,48.7133,49.574,1625110
20201228,49.8322,50.4347,49.4879,49.8322,2197090
20201229,50.4347,50.6068,49.574,50.4346,2172950
20201230,50.0043,50.6928,50.0043,50.0043,1204180
20201231,50.865,50.951,49.9182,50.865,2036370
20210104,51.2953,51.8117,51.0371,51.8117,2151300
20210105,51.6396,54.6519,51.4674,53.9633,2332200
20210106,54.3076,54.7379,53.619,53.7051,1796000
20210107,53.8772,54.1354,53.2748,53.7912,2150200
20210108,54.2215,54.824,53.8773,54.4797,2720400
20210111,55.6846,55.6846,54.4797,55.6847,1972800
20210112,55.9429,56.8036,55.0822,56.6314,2435200
20210113,56.7175,58.0085,56.7175,57.2338,2612000
20210114,57.2338,57.6641,56.5453,57.1478,1777500
20210115,57.6642,57.6642,57.1478,57.3199,1540400
20210118,57.6642,57.6642,56.9756,57.0617,1209000
20210119,56.8035,56.8896,53.1027,53.3609,3505600
20210120,53.9634,54.824,51.8117,54.4797,3663800
20210121,55.5125,56.6313,54.4797,56.4592,2313100
20210122,56.5453,58.0945,56.2871,57.5781,2090300
20210125,57.492,58.697,56.9756,57.6642,3111900
20210126,58.0945,58.0945,56.3732,56.8035,2597500
20210127,56.5453,56.8896,54.1355,54.2215,2226800
20210128,51.6395,53.619,50.4346,50.4346,5092400
20210129,50.7789,53.9633,50.7789,53.9633,3211900
20210201,54.6518,56.2871,53.619,54.6519,2017400
20210202,54.3076,56.8035,54.2216,56.8035,3264600
20210203,58.0945,60.7625,56.8896,60.2461,4173500
20210204,60.4182,63.0002,60.4182,62.3978,4398700
20210205,62.8281,63.1724,61.7953,62.7421,2084900
20210208,61.365,62.7421,59.9019,61.365,4035600
20210209,61.4511,64.2052,60.2461,64.2052,4224300
20210217,65.6683,67.9921,65.3241,67.0454,3139100
20210218,67.3036,67.3897,65.9265,67.3036,2243100
20210219,65.9265,67.1315,65.4101,65.9265,3722700
20210222,65.9265,66.7011,65.4962,66.0986,2319300
20210223,65.6683,66.2707,64.2052,64.9798,3369500
20210224,65.4101,65.8405,64.4634,64.8937,2225200
20210225,65.4962,65.6683,64.1191,65.5822,1927500
20210226,64.5494,65.7543,64.4633,65.5822,1936000
20210301,66.0986,67.1314,66.0986,67.0454,2078100
20210302,67.9061,67.9061,66.1847,67.0454,1821700
20210303,67.1315,67.2175,66.6151,66.8732,1599400
20210304,66.8732,66.9593,64.6355,65.324,2901500
20210305,64.9797,65.4101,64.1191,65.324,2507500
20210308,65.4101,65.8404,64.8937,65.238,1656600
20210309,64.5495,65.1519,64.1191,64.5494,2182400
20210310,65.324,66.701,64.5494,65.6683,2602400
20210311,65.8404,66.3568,65.4962,66.0126,1477800
20210312,66.2708,66.3569,65.6683,65.8404,2062800
20210315,65.9265,66.7011,65.4961,65.8404,1760900
20210316,66.2707,70.1437,65.9265,69.7134,5111000
20210317,70.1437,70.1437,68.8527,69.5413,1603200
20210318,69.7134,69.7134,68.8528,69.7134,1807500
20210319,68.8527,69.2831,68.3363,68.6806,2247800
20210322,67.7339,68.5085,67.3896,67.7339,2084800
20210323,67.5618,68.8528,67.3896,67.82,2201700
20210324,67.0454,67.9061,65.8405,66.2708,2480100
20210325,66.7011,66.7011,65.8405,65.9265,2305400
20210326,65.5822,66.0986,64.1191,65.4962,2672600
20210329,65.8405,67.2175,65.4962,66.7872,1997700
20210330,67.0454,67.1315,66.2708,66.3568,1512500
20210331,66.3568,67.2175,65.9265,66.8732,1373400
20210401,67.0453,68.5945,67.0453,68.5945,2500900
20210402,69.197,69.283,68.6806,68.6806,1950200
20210405,69.197,69.2831,67.906,68.5085,1487000
20210406,68.0782,68.8528,68.0782,68.3363,1505800
20210407,68.1642,68.5945,68.0781,68.5085,1503800
20210408,69.0249,69.3692,68.4224,68.5085,1609800
20210409,68.7667,71.4347,68.7667,70.6601,3970400
20210412,70.9183,70.9183,70.1437,70.6601,2022500
20210413,70.574,70.7462,69.283,69.4552,2038100
20210414,68.8527,69.7134,68.4224,69.7134,2530600
20210415,69.7134,70.0577,68.6806,68.8527,2096200
20210416,68.6806,69.8855,67.8199,68.5945,2194600
20210419,68.8527,70.1437,68.4224,70.1437,2380800
20210420,70.4019,73.0699,70.2298,71.3487,4742800
20210422,70.5741,72.2094,68.8528,68.8527,2271200
20210423,68.8527,71.4347,68.5945,71.4347,3166400
20210426,71.0044,71.2626,69.2831,69.7134,2551300
20210427,69.197,70.0577,68.9388,69.4552,1287100
20210428,68.9388,69.9716,68.9388,69.5413,1366700
20210429,69.5413,70.402,69.5413,69.6273,2095500
20210504,68.8527,71.865,68.8527,71.3487,2362100
20210505,72.7258,72.7258,71.1766,71.3487,2321300
20210506,71.4348,71.8651,70.7462,71.1765,1969000
20210507,71.4347,72.2954,70.8322,71.4347,2705900
20210510,71.5208,74.0167,71.4347,73.8446,4504300
20210511,74.0167,74.5331,73.3282,73.3282,2078700
20210512,73.1561,73.5003,72.5536,73.5003,1844500
20210513,73.156,73.5003,72.2954,72.2954,2558300
20210514,72.5536,74.1889,72.3815,72.9839,1858700
20210517,73.8446,74.5331,73.3282,73.7585,1744500
20210518,74.8774,75.2216,74.1888,74.8774,2133500
20210519,75.3077,78.4061,74.7053,78.1479,2876300
20210520,78.1479,82.193,77.8036,82.193,3523900
20210521,81.1602,83.1397,80.0414,80.7298,3222700
20210524,80.7298,80.8159,79.2667,80.4716,2669500
20210525,80.7298,81.9347,79.8691,80.7298,2156300
20210526,81.0741,82.1929,80.6437,82.0208,1992800
20210527,82.0208,82.1069,80.4716,80.7298,1745800
20210528,80.9019,81.7626,80.6437,81.5905,1874300
20210531,82.193,84.3446,81.5044,84.2585,3237700
20210601,87.9,88.5,87.0,87.1,3495000
20210602,87.1,87.5,85.0,85.5,3053900
20210603,85.0,85.4,84.3,85.2,3190800
20210604,85.0,85.1,83.8,84.7,3820600
20210607,84.6,84.7,81.0,82.7,3711200
20210608,82.0,83.0,80.6,80.8,3486000
20210609,80.6,82.1,79.0,81.7,3576100
20210610,81.7,82.5,81.0,81.9,2214900
20210611,81.5,83.9,81.3,83.5,2359600
20210614,83.5,84.6,83.0,83.8,2547600
20210615,83.8,84.5,83.2,83.2,1778700
20210616,83.2,84.6,82.7,83.1,2462000
20210617,82.1,83.1,82.1,82.6,2236400
20210618,83.1,84.2,82.7,83.8,1681700
20210621,85.6,86.3,83.2,85.6,3878300
20210622,86.1,86.6,85.4,85.4,1760300
20210623,85.3,85.6,84.1,84.9,1599900
20210624,84.3,84.9,83.9,84.7,1657800
20210625,84.7,85.4,84.2,85.2,1503400
20210628,86.1,86.1,85.4,85.7,1858800
20210629,86.6,89.0,86.3,88.6,4897800
20210630,89.0,89.1,88.0,88.0,1651100
20210701,88.1,88.9,88.0,88.9,1700100
20210702,89.3,92.5,88.9,91.9,3873500
20210705,95.0,95.0,0.0,92.7,2961100
